,Id,Reviews,UserName
42,143,"['#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.', '#11.11 sale main good mobile mil gaya hy market sy bhi sasta same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active', 'everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍']","['Habib R.', 'junaid K.', 'ChefMisbah']"
43,144,"['this is the initial review. the phone is the same as shown.good thing is that it is managed directly by Daraz. packaging was amazing. order came 1 day late only.', 'Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓', 'Camera satisfactory nh ha, Baki mobile ok ha']","['Gohar I.', 'Yasir Q.', '3***4']"
44,145,"['Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.', 'achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai', 'mobile is just go0d. average in use.. bettery timing is go0d.. camera is just average. overall ghar use k lia thek hai jaha bs call waghaira k lia instmal hota ho']","['3***8', '3***1', 'Haseeb A.']"
45,146,"['پن پیک فون ہے۔ جو لوگ کہتے ہیں کہ ڈبے میں کچھ چیزیں کم ہیں ۔ تو شائد اس کی وجہ یہ ہے کہ یہ ماڈل چائنہ اسمبل ہے ۔ باقی اللہ بہتر جانتا ہے۔', ""It's 128 gb variant not available in Pakistan but the seller has amazingly provided it. The product is genuine, received well packed and timely deievered. Thanks to seller and daraz..."", '#11.11 To cut the long story short: all is well and of fine quality.... really satisfied with each and every single thing.. #11.11']","['abdul S.', 'Iqbal S.', '3***2']"
46,147,"['phone is damaged from edges, pictures uploaded', 'Same As Described original product found in reasonable price than Market', ""#11.11 I order redmi note 12 but when I open the parcel I recieved redmi 12c that's ram 4 Gb and ROM 128 Gb while I order redmi note 12 that's ram 8 Gb and ROM 128 Gb not delivered the same mobile that I order why you send me 12c instead of note 12 very disappointed shopping with daraz this time you must checked what you sent""]","['Asif B.', 'M F.', 'hasham A.']"
47,148,"['Tecno Spark 10 Pro 💯% original mobile, PTA approved, sealed pack, box pack, with all accessories. thank and love u daraz and seller 🥰🌹👍', 'Excellent 👍 Pin pack device with mega discount in #11.11 #11.11 seller is honest Daraz has become a life patner. Thanks Daraz. Thanks Tecno Pakistan.', 'Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications']","['aamir B.', 'Muhammad Z.', 'A***.']"
48,149,"['original set and PTA approved set hai. boht hi aala mobile hai, mat forest green color hai. actual price of mobile was Rs.45000 but I ordered during daraz #11.11 sale and I got in Rs.42000 by availing two discount vouchers. daraz ny mobile buy karny ki bhi tension dur kar di hai, ghar bethy original mobile wo bhi market sey low price mein. Thanks daraz.pk', '#11.11 jitni tareef kru utni kam hy mashallah AJ tak ka sab se behtareen or aala qism ka mobile hy Meri review hy 10/10 mashallah so happy 😊😊', 'Product quality is amazing and reached safe at doorstep. Seller is really cooperative and friendly in communication. Recieved product as it is reflected on Daraz. Original product. 100% Gebuin. However, around Rs.2000 costly than physical market. Prices should be aligned to the market rate to eradicate price manipulation. Overall, satisfied with product quality but not satisfied with delivery and product price.']","['Hamza', 'Raza A.', 'Barkat A.']"
49,150,"['1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.', 'بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں', 'I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want']","['Abdul S.', '3***8', 'M J.']"
50,151,"['very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku', 'thank you Daraz. kam price m achi chiz. saller bht acha h. mobile bht acha h. jaisa dikha waisa paya', '#11.11 Wow! What a great mobile. The real thing is that seal pack, original, PTA approved, Under Warranty and all the accessory was included. Really appreciated to honest seller. This was my 1st time order of mobile phone and I was frightened but on receipt of mobile I joy and very very happy to see mobile. specifications are also same as describing.. Thanks seller and DARAZ']","['Mohammad N.', 'Shahid B.', 'Syed I.']"
51,152,"[""Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments"", 'Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number', 'received my package today good looking mobile in this price tag.']","['Nasir', '3***1', 'Atif S.']"
52,153,"['It was an absolutely amazing experience. ordered on the 17th-October night and got it around 01-pm afternoon on 18th-October in less than 12 hours. As far as the product is concerned, Samsung is always a great experience as I have been a user of it since the beginning of the Android era back in 2010. Thanks, Daraz and seller, for extreme level service. Daraz is a highly recommended e-commerce platform of Pakistan from 2016 to till date, never disappointed me with services.', 'Perfect packing timely delivery original product 100% Authentic excellent experience Highly recommended for those who afraid to buy costly items online . thanx seller n Daraz.', 'Excellent 👌']","['Muhammad K.', 'Umar', 'khan K.']"
53,154,"['موبائل زبردست ہے اور بہت ہی مناسب قیمت میں ملا ہے ۔ 8 جی بی 256 جی بی میں یہ بیسٹ آپشن ہے ۔ اور سیلر بھائی نے بہت ہی تعاون کیا ۔ ہر چیز بہت بہترین طریقے سے واضح کی۔ باقاعدہ آن لائن وارنٹی بھی چیک کروائی گئی۔ جو دوست بھی لینا چاہئیں ضرور لیں انشاء اللہ نا امید نہیں ہوں گے اور انشاء اللہ اچھی چیز ملے گی۔ آرڈر کرنے کے تیسرے دن موبائل گھر پہنچ گیا ماشاءاللہ بہت ہی عمدہ سروس ۔ اللہ سبحانہ وتعالی جزائے خیر عطا فرمائیں آمین', 'Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.', 'thankyou Alhamdulillah trading co for delivering phone fast and on time. they delivered box packed genuine product. businesses like Alhamdulillah trading co are reason to trust ecommerce. keep up the good work. looking forward to do business again.']","['rizwan R.', 'Meerullah', 'smawkm']"
54,155,"['i am using this mobile for 5 days now. best mobile for basic tasks like whatsapp call youtube etc. i received it on 11.11 sale at price 15k which is too good deal. everyone appriciate its look. working smooth and battery timing is too good. 👍', 'Amazing phone within the discounted price of #11.11 I would recommend everyone if you are looking to get the basics done alright and don’t want to spend too much this is the right choice. Quality is not cheap like other phones in this budget. However I do have one complaint as the phone down have a case in the box and no warranty card. #11.11', 'Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.']","['bilal K.', 'Muhammad U.', 'Muhammad U.']"
55,156,"['very fast delivery and origional sealed pack mobile I am satisfied', 'سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ', 'not recommended, not a good set, camera not good,touch very poor, performance also poor, charger not included in box. be careful']","['faheem', 'Khurram J.', 'Malik S.']"
56,157,"[""So far it's good. Seems good. I'll update my review after checking thoroughly. By the way it's genuine product."", 'Very reasonable price, home delivery on the scheduled date, excellent packaging, unopened sealed phone box, approved from PTA, thank you daraz.', '100% genuine phone. Timely delivered. Satisfied with my order from daraz.pk highly recommended']","['Hussain', 'Faisal B.', 'Farhan K.']"
57,158,"['Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.', 'Nice mobile delivery in time thanks for seller', 'thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience']","['Asim A.', 'Faisal K.', '3***6']"
58,159,"['Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller', 'UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM', 'Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.']","['Noman A.', 'Muneeb R.', 'Aziz U.']"
